"","title","rating","year","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Fantasy","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western","FilmNoir","freq"
"5609","Life is a Miracle (Zivot je cudo)",3,2004,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,8
"5610","Life Is Beautiful (La Vita è bella)",4.17275503279801,1997,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,8842
"5611","Life Is Rosy (a.k.a. Life Is Beautiful) (La Vie est belle)",3.27604166666667,1987,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,96
"5612","Life is to Whistle (La Vida es Silbar)",3.5,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"5613","Life Less Ordinary, A",3.16531531531532,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1110
"5614","Life of David Gale, The",3.57120582120582,2003,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,962
"5615","Life of Emile Zola, The",3.60087719298246,1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114
"5616","Life of Oharu, The (Saikaku ichidai onna)",4.5,1952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"5617","Life or Something Like It",2.91643454038997,2002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,359
"5618","Life Stinks",2.63478260869565,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115
"5619","Life with Father",3.77816901408451,1947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142
"5620","Life with Mikey",2.74738219895288,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,382
"5621","Lifeboat",3.88951521984216,1944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,887
"5622","Lifeforce",2.86746987951807,1985,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,664
"5623","Lift, De",2.9,1983,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25
"5624","Light at the Edge of the World, The",2.16666666666667,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5625","Light It Up",2.73780487804878,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
"5626","Light of Day",2.50934579439252,1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107
"5627","Light Years (Gandahar)",3.0952380952381,1988,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21
"5628","Lightning in a Bottle",3.5,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
"5629","Lightning Jack",2.64861460957179,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,397
"5630","Lights in the Dusk (Laitakaupungin valot)",3.51724137931034,2006,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,29
"5631","Like Father, Like Son",2.33611111111111,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
"5632","Like Mike",2.36298076923077,2002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,208
"5633","Like Water for Chocolate (Como agua para chocolate)",3.95836136149603,1992,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7433
"5634","Lili Marleen",3.36764705882353,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34
"5635","Lilian's Story",2.45,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"5636","Lilies",3.54838709677419,1996,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,31
"5637","Lilies of the Field",3.972647702407,1963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,457
"5638","Lilith",3.27777777777778,1964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
"5639","Lilo & Stitch",3.5164762741652,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276
"5640","Lilya 4-Ever (Lilja 4-ever)",3.85987261146497,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,471
"5641","Limbo",3.79705882352941,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,510
"5642","Limelight",3.7280701754386,1952,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,171
"5643","Limey, The",3.6455296404276,1999,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2058
"5644","Linda Linda Linda",3.625,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"5645","Line King: The Al Hirschfeld Story, The",3.6743119266055,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109
"5646","Lion in Winter, The",4.09101382488479,1968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,868
"5647","Lion King, The",3.74859336257868,1994,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20972
"5648","Lion of the Desert",3.45161290322581,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31
"5649","Lionheart",2.86538461538462,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"5650","Lions For Lambs",3.06086956521739,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,115
"5651","Lipstick",2.15384615384615,1976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
"5652","Liquid Sky",3.1875,1982,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,112
"5653","Lisa Picard is Famous (a.k.a. Famous)",2.75,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24
"5654","Little Big League",2.9306742640076,1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1053
"5655","Little Big Man",4.00147058823529,1970,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2380
"5656","Little Bit of Soul, A",3,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"5657","Little Black Book",2.75170068027211,2004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,147
"5658","Little Boy Blue",2.84042553191489,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47
"5659","Little Buddha",3.1646288209607,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1145
"5660","Little Caesar",3.68681318681319,1931,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,91
"5661","Little Children",3.78448275862069,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,522
"5662","Little City",2.84782608695652,1998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23
"5663","Little Darlings",2.70967741935484,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93
"5664","Little Dieter Needs to Fly",4.03284671532847,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137
"5665","Little Fish",3.39285714285714,2005,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,14
"5666","Little Foxes, The",3.92424242424242,1941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165
"5667","Little Giant, The",3.25,1933,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"5668","Little Giants",2.89254385964912,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228
"5669","Little Indian, Big City (Un indien dans la ville)",2.43877551020408,1994,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"5670","Little Lord Fauntleroy",3.36577181208054,1936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149
"5671","Little Man",1.79292929292929,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99
"5672","Little Man Tate",3.50120192307692,1991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,832
"5673","Little Men",2.84848484848485,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33
"5674","Little Mermaid, The",3.48282491668803,1989,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7802
"5675","Little Miss Marker",3.54838709677419,1934,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50
"5676","Little Miss Marker",3,1980,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50
"5677","Little Miss Sunshine",3.99762304250559,2006,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3576
"5678","Little Monsters",2.76732673267327,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202
"5679","Little Murders",3.4375,1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"5680","Little Nemo: Adventures in Slumberland",3.05681818181818,1992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
"5681","Little Nicky",2.50331785003318,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1507
"5682","Little Nikita",3.05371900826446,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121
"5683","Little Odessa",3.29429735234216,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,491
"5684","Little Otik (Otesánek)",3.64583333333333,2000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,120
"5685","Little Princess, A",3.76955555555556,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2250
"5686","Little Princess, The",3.62322274881517,1939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,633
"5687","Little Rascals, The",2.9693661971831,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1420
"5688","Little Romance, A",3.696,1979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,125
"5689","Little Shop of Horrors",3.28390410958904,1986,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4380
"5690","Little Shop of Horrors, The",3.21971496437055,1960,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1684
"5691","Little Soldier, The (Le Petit Soldat)",3.23214285714286,1963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28
"5692","Little Vampire, The",2.3972602739726,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
"5693","Little Voice",3.70111042566317,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1621
"5694","Little Women",3.59558823529412,1933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6380
"5695","Little Women",3.55339805825243,1949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6380
"5696","Little Women",3.66296109146033,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6380
"5697","Little World of Don Camillo, The (Le Petit monde de Don Camillo)",3.28947368421053,1953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"5698","Littlest Rebel, The",3.1304347826087,1935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23
"5699","Live-In Maid (Cama adentro)",3.5,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"5700","Live and Let Die",3.49440154440154,1973,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2590
"5701","Live Flesh (Carne trémula)",3.84684684684685,1997,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,333
"5702","Live Forever",3.53333333333333,2003,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30
"5703","Live Free or Die Hard",3.63958333333333,2007,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1200
"5704","Live Nude Girls",3.43191489361702,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,470
"5705","Live Nude Girls Unite!",3.31967213114754,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61
"5706","Live Wire",2.83928571428571,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"5707","Lives of Others, The (Das Leben der Anderen)",4.29715447154472,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1230
"5708","Living 'til the End",3,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5709","Living Daylights, The",3.21713508612874,1987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103
"5710","Living Dead Girl, The (La Morte Vivante)",2.625,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20
"5711","Living in Oblivion",3.88271604938272,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1458
"5712","Living Out Loud",3.36858974358974,1998,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,780
"5713","Living Sea, The",3,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"5714","Lizzie McGuire Movie, The",2.51639344262295,2003,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,244
"5715","Loaded",3.17982456140351,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,114
"5716","Loaded Weapon 1",2.72085610200364,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1098
"5717","Local Hero",4.00340849501835,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1907
"5718","Lock Up",2.64015151515152,1989,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132
"5719","Lock, Stock & Two Smoking Barrels",3.96415844298246,1998,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7296
"5720","Lockdown",3,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
"5721","Loco Love (Mi Casa, Su Casa)",3.25,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"5722","Locusts, The",2.55769230769231,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
"5723","Lodger, The",3.73008849557522,1927,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,113
"5724","Logan's Run",3.42614424410541,1976,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2884
"5725","Loggerheads",3.07894736842105,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
"5726","Lola",3.734375,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67
"5727","Lola",3.16666666666667,1961,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67
"5728","Lola Montès",3.81428571428571,1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35
"5729","Lolita",3.84352159468439,1962,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2750
"5730","Lolita",3.40763052208835,1997,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2750
"5731","London",2.63953488372093,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
"5732","Lone Ranger and the Lost City of Gold, The",3.0625,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"5733","Lone Ranger, The",3.28409090909091,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44
"5734","Lone Star",4.07727975270479,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4529
"5735","Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma)",4.05555555555556,1972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"5736","Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro)",4,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"5737","Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma)",3.94736842105263,1972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
"5738","Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru)",4.03225806451613,1972,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31
"5739","Lone Wolf McQuade",2.77232142857143,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
"5740","Lonely Are the Brave",3.85576923076923,1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,104
"5741","Lonely Guy, The",3.44285714285714,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"5742","Lonely Hearts",3.19230769230769,2006,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,39
"5743","Lonesome Dove",4.30769230769231,1989,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13
"5744","Lonesome Jim",3.01020408163265,2005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,49
"5745","Long Day's Journey Into Night",3.734375,1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64
"5746","Long Good Friday, The",3.79608938547486,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,179
"5747","Long Goodbye, The",3.845703125,1973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,512
"5748","Long Gray Line, The",3.34848484848485,1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33
"5749","Long Kiss Goodnight, The",3.45770750988142,1996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5060
"5750","Long Night's Journey Into Day",3.47368421052632,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19
"5751","Long Night, The",3,1947,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
"5752","Long Riders, The",3.49579831932773,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119
"5753","Long Ships, The",2.96153846153846,1963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"5754","Long Voyage Home, The",4,1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
"5755","Long Walk Home, The",3.75420168067227,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,238
"5756","Long Way Home, The",3.91666666666667,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"5757","Long, Hot Summer, The",3.78928571428571,1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140
"5758","Longest Day, The",3.94086357947434,1962,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1598
"5759","Longest Yard, The",3.5627802690583,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1148
"5760","Longest Yard, The",3.12630480167015,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1148
"5761","Longford",3.5,2006,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4
"5762","Longshots, The",3.83333333333333,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"5763","Longtime Companion",3.76315789473684,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,304
"5764","Look at Me (Comme une image)",3.48823529411765,2004,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,85
"5765","Look Back In Anger",3.16666666666667,1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"5766","Look Both Ways",3.62,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
"5767","Look Who's Talking",2.62883270575578,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1859
"5768","Look Who's Talking Now",1.87574215436811,1993,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1179
"5769","Look Who's Talking Too",1.94132334581773,1990,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,801
"5770","Looker",3.03157894736842,1981,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,95
"5771","Looking for Comedy in the Muslim World",2.56779661016949,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"5772","Looking for Mr. Goodbar",3.21370967741935,1977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124
"5773","Looking for Richard",3.79648014440433,1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1108
"5774","Lookout, The",3.57580174927114,2007,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,343
"5775","Looney Tunes: Back in Action",2.66255144032922,2003,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,243
"5776","Looney, Looney, Looney Bugs Bunny Movie, The",3.30630630630631,1981,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
"5777","Loop the Loop (a.k.a. Up and Down) (Horem pádem)",3.17857142857143,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"5778","Loose Cannons",2.4,1990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"5779","Lord Jim",3.28571428571429,1965,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35
"5780","Lord Love a Duck",2.74,1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"5781","Lord of Illusions",2.88503034389751,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1483
"5782","Lord of the Flies",3.61698499317872,1963,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2142
"5783","Lord of the Flies",3.25147928994083,1990,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2142
"5784","Lord of the Rings, The",3.18382093761015,1978,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2837
"5785","Lord of the Rings: The Fellowship of the Ring, The",4.16121847157736,2001,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15938
"5786","Lord of the Rings: The Return of the King, The",4.15526443474042,2003,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12366
"5787","Lord of the Rings: The Two Towers, The",4.12040447564111,2002,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14389
"5788","Lord of War",3.80300590445518,2005,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1863
"5789","Lords of Dogtown",3.42922374429224,2005,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,219
"5790","Lords of Flatbush, The",2.91761363636364,1974,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,176
"5791","Lorenzo's Oil",3.26617647058824,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340
"5792","Loser",2.38679245283019,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,860
"5793","Loser",2.63320941759603,2000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,860
"5794","Losin' It",2.15243902439024,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"5795","Losing Chase",3.35294117647059,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51
"5796","Losing Isaiah",3.3248820754717,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,848
"5797","Loss of Sexual Innocence, The",2.69626168224299,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,107
"5798","Lost & Found",2.45863309352518,1999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,278
"5799","Lost and Delirious",3.30654761904762,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,168
"5800","Lost Boys, The",3.57911936704506,1987,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2907
"5801","Lost Boys: The Tribe",2.45,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10
"5802","Lost City, The",3,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41
"5803","Lost Embrace (El Abrazo Partido)",3.28571428571429,2004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"5804","Lost Highway",3.58097747963584,1997,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2087
"5805","Lost Honor of Katharina Blum, The (Die Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann)",3.65789473684211,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57
"5806","Lost Horizon",3.83153013910355,1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,647
"5807","Lost in America",3.60807600950119,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421
"5808","Lost In La Mancha",3.68121911037891,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,607
"5809","Lost in Space",2.56303837118246,1998,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3831
"5810","Lost in Translation",3.83702085682074,2003,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7096
"5811","Lost in Yonkers",3.47727272727273,1993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,154
"5812","Lost Skeleton of Cadavra, The",3.24050632911392,2002,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,79
"5813","Lost Son, The",3.02777777777778,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
"5814","Lost Souls",2.37662337662338,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,385
"5815","Lost Weekend, The",3.893864013267,1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,603
"5816","Lost World, The",3.19178082191781,1925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219
"5817","Lost World: Jurassic Park, The (Jurassic Park 2)",2.94090354090354,1997,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,8190
"5818","Lot Like Love, A",3.37096774193548,2005,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,186
"5819","Lotto Land",3.38372093023256,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
"5820","loudQUIETloud: A Film About the Pixies",3.75,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"5822","Love",3.5,2005,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"5823","Love's Labour's Lost",3.00529100529101,2000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,189
"5824","Love & Human Remains",3.43478260869565,1993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,322
"5825","Love & Sex",3.15289256198347,2000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,121
"5826","Love Actually",3.78395407448894,2003,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3571
"5827","Love Affair",3.75961538461538,1939,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,882
"5828","Love Affair",3.15481927710843,1994,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,882
"5829","Love and a .45",2.99210526315789,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190
"5830","Love and a Bullet",2.56666666666667,2002,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"5831","Love and Basketball",3.42176870748299,2000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,588
"5832","Love and Death",3.99774266365688,1975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,886
"5833","Love and Death on Long Island",3.52255154639175,1997,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,776
"5834","Love and Other Catastrophes",3.54044117647059,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136
